Word,Tag
beautiful,ENGLISH
trailer,ENGLISH
.,SYM
L2,OTHER
EMPURAN,OTHER
LOADING,ENGLISH
SOONKALLI,MIXED
THEERNILLA,MALAYALAM
MAKKALLE,MALAYALAM
.,SYM
Best,ENGLISH
actor,ENGLISH
film,ENGLISH
oru,MALAYALAM
kadha,MALAYALAM
pole,MALAYALAM
.,SYM
4,NUMBER
million,ENGLISH
aayonn,MALAYALAM
nokkan,MALAYALAM
vannavar,MALAYALAM
like,ENGLISH
adikk,MALAYALAM
.,SYM
All,ENGLISH
Kerala,PLACE
mammooty,NAME
fans,ENGLISH
anangill,MALAYALAM
ADI,MALAYALAM
ORU,MALAYALAM
like,ENGLISH
.,SYM
Mohanlal,NAME
fans,ENGLISH
nu,MALAYALAM
like,ENGLISH
addekannulla,MALAYALAM
sthallam,MALAYALAM
.,SYM
Prayaththe,MALAYALAM
vellunna,MALAYALAM
meyazhakkam,MALAYALAM
ulla,MALAYALAM
nadanan,MALAYALAM
megastarprayam,MIXED
marannulla,MALAYALAM
aareyum,MALAYALAM
athishayippikkunna,MALAYALAM
actions,ENGLISH
aan,MALAYALAM
enikk,MALAYALAM
eetavum,MALAYALAM
kooduthal,MALAYALAM
ishtappettath,MALAYALAM
.,SYM
Ennaor,OTHER
kidilan,MALAYALAM
bgn,OTHER
aanu,MALAYALAM
ith,MALAYALAM
polikkum,MALAYALAM
.,SYM
vndum,MALAYALAM
vndum,MALAYALAM
kanan,MALAYALAM
njanum,MALAYALAM
und,MALAYALAM
ettan,NAME
.,SYM
E,MALAYALAM
trailer,ENGLISH
kndapoi,MALAYALAM
Ethra,MALAYALAM
perkku,MALAYALAM
kgf,OTHER
padam,MALAYALAM
ormma,MALAYALAM
vannu,MALAYALAM
.,SYM
Ithu,MALAYALAM
oru,MALAYALAM
poli,MALAYALAM
polikum,MALAYALAM
mass,ENGLISH
item,ENGLISH
.,SYM
Appo,MALAYALAM
engane,MALAYALAM
pullaare,MALAYALAM
Pwolikuvalle,MALAYALAM
.,SYM
Charithra,MALAYALAM
purushyan,MALAYALAM
Living,ENGLISH
legend,ENGLISH
Mahanadanam,MALAYALAM
Megastar,ENGLISH
mammootty,NAME
.,SYM
mammootty,NAME
aa,MALAYALAM
name,ENGLISH
mattum,OTHER
pothum,OTHER
.,SYM
Chettatharam,MALAYALAM
kanich,MALAYALAM
App,ENGLISH
upayogich,MALAYALAM
dislike,ENGLISH
adichavarod,MALAYALAM
.,SYM
You,ENGLISH
tube,ENGLISH
hang,ENGLISH
ayo,MALAYALAM
34K,NUMBER
views,ENGLISH
change,ENGLISH
avunnilalo,MALAYALAM
thinking,OTHER
face,OTHER
thinking,OTHER
face,OTHER
thinking,OTHER
face,OTHER
.,SYM
Hindi,OTHER
movie,ENGLISH
Newton,NAME
inte,MALAYALAM
vere,MALAYALAM
version,ENGLISH
aano,MALAYALAM
thinking,OTHER
face,OTHER
thinking,OTHER
face,OTHER
.,SYM
Nammude,MALAYALAM
kuttikale,MALAYALAM
karotteku,MIXED
pagaram,MALAYALAM
kalari,MALAYALAM
padipkunnathalle,MALAYALAM
nallathuathalle,MALAYALAM
nammude,MALAYALAM
parambaryam,MALAYALAM
.,SYM
Kasab,OTHER
filmil,MIXED
Mammooty,NAME
ye,MALAYALAM
matti,MALAYALAM
Tovino,NAME
akiya,MALAYALAM
pole,MALAYALAM
ondu,MALAYALAM
Telugu,OTHER
Padam,MALAYALAM
pole,MALAYALAM
.,SYM
I,ENGLISH
bangali,MIXED
double,ENGLISH
kundi,MALAYALAM
mohannlal,NAME
.,SYM
Eee,MALAYALAM
cinema,ENGLISH
kanan,MALAYALAM
pokan,MALAYALAM
thonnunnavar,MALAYALAM
like,ENGLISH
adi,MALAYALAM
.,SYM
Movie,ENGLISH
kanditt,MALAYALAM
evide,MALAYALAM
vannavar,MALAYALAM
like,ENGLISH
.,SYM
Oro,MALAYALAM
thavana,MALAYALAM
kanumbozhum,MALAYALAM
romanjam,MALAYALAM
ikkaaaaa,NAME
.,SYM
Action,ENGLISH
scene,ENGLISH
itra,MALAYALAM
manoharamai,MALAYALAM
chaiyyan,MALAYALAM
unniyettane,MIXED
kazhinje,MALAYALAM
ollu,MALAYALAM
bakki,MALAYALAM
ellarumchettante,OTHER
carrier,ENGLISH
best,ENGLISH
aayirikkum,MALAYALAM
ChandrothPanickar,MIXED
enna,MALAYALAM
kadhapatramwaiting,OTHER
.,SYM
Inspired,ENGLISH
Jo,OTHER
Jeeta,OTHER
Wohi,OTHER
Sikander,NAME
.,SYM
Lad,OTHER
kondupoyi,MALAYALAM
laletta,NAME
onam,MALAYALAM
sorry,ENGLISH
.,SYM
Kidu,MALAYALAM
item,ENGLISH
myroleonnum,MALAYALAM
parayanilllaaadipwolifdfs,OTHER
Lockeddd,ENGLISH
ikkkkkkkaaaa,NAME
loveee,ENGLISH
uuu,ENGLISH
.,SYM
Edk,MALAYALAM
edk,MALAYALAM
etraa,MALAYALAM
likes,ENGLISH
ayi,MALAYALAM
enn,MALAYALAM
nokaan,MALAYALAM
verunavar,MALAYALAM
ivide,MALAYALAM
like,ENGLISH
cheyyu,MALAYALAM
.,SYM
Dislike,ENGLISH
adikkan,MALAYALAM
thanthaku,MALAYALAM
munp,MALAYALAM
undayavanmar,MALAYALAM
vannallo,MALAYALAM
.,SYM
Adipowli,MALAYALAM
trailor,ENGLISH
rajuvetta,NAME
ettane,NAME
powerful,ENGLISH
eyes,ENGLISH
ela,MALAYALAM
seenillum,MIXED
.,SYM
Rajayum,MIXED
rajede,MIXED
pillarum,MALAYALAM
stonga,MIXED
tripple,ENGLISH
strong,ENGLISH
.,SYM
Njan,MALAYALAM
idehathinte,MALAYALAM
padam,MALAYALAM
kaannilla,MALAYALAM
.,SYM
Mammootty,NAME
prayam,MALAYALAM
68,NUMBER
Mamangam,OTHER
Trailer,ENGLISH
crossed,ENGLISH
fingers,ENGLISH
Vere,MALAYALAM
vereVere,MALAYALAM
level,ENGLISH
.,SYM
Nalla,MALAYALAM
kidilan,MALAYALAM
trailer,ENGLISH
nalla,MALAYALAM
oru,MALAYALAM
family,ENGLISH
entertainer,ENGLISH
aanenu,MALAYALAM
thonnunu,MALAYALAM
.,SYM
Pazhassiraja,NAME
sharathkumar,NAME
polichath,MALAYALAM
pole,MALAYALAM
mamankam,OTHER
unnimukundanum,MIXED
polichadukkatte,MALAYALAM
Fit,ENGLISH
body,ENGLISH
yaar,OTHER
.,SYM
Poli,MALAYALAM
ploi,OTHER
nte,MALAYALAM
ponno,MALAYALAM
romanjam,MALAYALAM
.,SYM
samajh,OTHER
nahi,OTHER
aya,OTHER
par,OTHER
dekh,OTHER
kar,OTHER
achha,OTHER
laga,OTHER
.,SYM
ethinu,MALAYALAM
okkae,MALAYALAM
dislikes,ENGLISH
adicha,MALAYALAM
Prajanda,MALAYALAM
kunju,MALAYALAM
ghalae,MALAYALAM
nighalkku,MALAYALAM
uluppundo,MALAYALAM
.,SYM
Athiradi,OTHER
mass,ENGLISH
aaan,MALAYALAM
ippol,MALAYALAM
thonuva,MALAYALAM
chilarude,MALAYALAM
realease,ENGLISH
onnum,MALAYALAM
mattandayirunnu,MALAYALAM
enn,MALAYALAM
oru,MALAYALAM
olathin,MALAYALAM
.,SYM
35,NUMBER
minuteswatched,ENGLISH
5,NUMBER
timesStephen,OTHER
nedumpalliyude,MIXED
kalikalkku,MALAYALAM
waiting,ENGLISH
.,SYM
Polipolisuper,MIXED
ikka,NAME
poli,MALAYALAM
super,ENGLISH
double,ENGLISH
super,ENGLISH
.,SYM
Ethenna,MALAYALAM
pottan,MALAYALAM
kaliyo,MALAYALAM
idhano,MALAYALAM
big,ENGLISH
budget,ENGLISH
cenimede,MIXED
dialoge,ENGLISH
.,SYM
Madhuraraja,NAME
500,NUMBER
cr,ENGLISH
kerumenn,MALAYALAM
urappullavark,MALAYALAM
like,MALAYALAM
cheyyanulla,MALAYALAM
comment,ENGLISH
.,SYM
Padam,MALAYALAM
mass,ENGLISH
verum,MALAYALAM
mass,ENGLISH
alla,MALAYALAM
kola,MALAYALAM
mass,ENGLISH
.,SYM
Padam,MALAYALAM
kand,MALAYALAM
hype,ENGLISH
adich,MALAYALAM
trailer,ENGLISH
kanan,MALAYALAM
vannavar,MALAYALAM
like,ENGLISH
adichey,MALAYALAM
nokkattey,MALAYALAM
.,SYM
njan,MALAYALAM
oru,MALAYALAM
katta,MALAYALAM
ettan,NAME
fan,ENGLISH
pakshe,MALAYALAM
ikkayude,MIXED
ee,MALAYALAM
unda,OTHER
pollikkum,MALAYALAM
.,SYM
ikka,NAME
fan,ENGLISH
aahn,MALAYALAM
trailer,ENGLISH
vijrcha,MALAYALAM
atra,MALAYALAM
vannilla,MALAYALAM
cinema,ENGLISH
endhayalum,MALAYALAM
polichadukum,MALAYALAM
enn,MALAYALAM
viswasikunnu,MALAYALAM
.,SYM
Poli,MALAYALAM
trailer,ENGLISH
Dislike,ENGLISH
motham,MALAYALAM
mohanlal,NAME
fans,ENGLISH
ayirikkum,MALAYALAM
.,SYM
Kuduthal,MALAYALAM
thavaana,MALAYALAM
kanannu,MALAYALAM
thunnuna,MALAYALAM
padam,MALAYALAM
annu,MALAYALAM
oru,MALAYALAM
rakshayum,MALAYALAM
illa,MALAYALAM
polliwchu,MALAYALAM
.,SYM
Ithano,MALAYALAM
trailer,ENGLISH
oru,MALAYALAM
dialogue,ENGLISH
polum,MALAYALAM
illa,MALAYALAM
ekkaude,MIXED
Ullath,MALAYALAM
kurach,MALAYALAM
perum,MALAYALAM
oru,MALAYALAM
vettum,MALAYALAM
.,SYM
November,ENGLISH
randam,MALAYALAM
theeyathiyum,MALAYALAM
kaanunnavar,MALAYALAM
like,ENGLISH
adik,MALAYALAM
.,SYM
Which,ENGLISH
better,ENGLISH
trailer,ENGLISH
Like,ENGLISH
Under,ENGLISH
wold,OTHER
Comment,ENGLISH
helen,NAME
.,SYM
Ikkante,MIXED
trailerlum,MIXED
polichu,MALAYALAM
lalettante,MIXED
trailer,ENGLISH
polichuwe,MALAYALAM
vacation,ENGLISH
adipoliyayirikum,MALAYALAM
.,SYM
ikka,NAME
mass,ENGLISH
allelalettan,MIXED
fAns,ENGLISH
kude,MALAYALAM
ondu,MALAYALAM
.,SYM
angana,MALAYALAM
pritviye,MIXED
kanan,MALAYALAM
5,NUMBER
july,ENGLISH
.,SYM
Im,ENGLISH
karnataka,PLACE
yash,NAME
boss,ENGLISH
fan,ENGLISH
Waiting,ENGLISH
movie,ENGLISH
karnataka,PLACE
.,SYM
release,ENGLISH
polum,MALAYALAM
akata,MALAYALAM
19k,NUMBER
dislike,ENGLISH
adum,MALAYALAM
kanata,MALAYALAM
pokaruth,MALAYALAM
aa,MALAYALAM
valya,MALAYALAM
manass,MALAYALAM
.,SYM
Idhanu,MALAYALAM
njanga,MALAYALAM
paranja,MALAYALAM
nadan,MALAYALAM
ivananu,MALAYALAM
NADAN,MALAYALAM
mammootty,NAME
.,SYM
Lalettan,NAME
Lucifer,OTHER
pwolich,MALAYALAM
aduttat,MALAYALAM
Mammookka,NAME
de,MALAYALAM
Madura,OTHER
Raja,NAME
malayalatile,MALAYALAM
2,NUMBER
megastars,ENGLISH
.,SYM
Kandu,MALAYALAM
pinnum,MALAYALAM
kandu,MALAYALAM
veendum,MALAYALAM
kandu,MALAYALAM
sheham,MALAYALAM
kandu,MALAYALAM
ippol,MALAYALAM
kandu,MALAYALAM
ithu,MALAYALAM
kazhinuu,NAME
kandu,MALAYALAM
.,SYM
Oru,MALAYALAM
Adaaar,MALAYALAM
Item,ENGLISH
Ikka,NAME
pwolikkum,MALAYALAM
Marana,MALAYALAM
Maaasssssss,ENGLISH
.,SYM
Padam,MALAYALAM
Kandu,MALAYALAM
kazhinit,MALAYALAM
trailer,ENGLISH
kaanan,MALAYALAM
vannavar,MALAYALAM
ivide,MALAYALAM
like,ENGLISH
adi,MALAYALAM
.,SYM
Nde,MALAYALAM
ponnu,MALAYALAM
idivitte,MALAYALAM
powlich,MALAYALAM
adachu,MALAYALAM
adichu,MALAYALAM
powlikkeda,MALAYALAM
makkale,MALAYALAM
mammoooka,NAME
.,SYM
Oru,MALAYALAM
narasimham,MALAYALAM
usthad,MALAYALAM
okke,MALAYALAM
orumich,MALAYALAM
kanda,MALAYALAM
oru,MALAYALAM
sughm,MALAYALAM
kittyy,MALAYALAM
kuliroodu,MALAYALAM
kuliru,MALAYALAM
laaleettaa,NAME
raju,NAME
rekshaa,MALAYALAM
iniyum,MALAYALAM
kaanan,MALAYALAM
thonnunnavr,NAME
like,ENGLISH
.,SYM
Mohanlal,NAME
Tamilnadu,PLACE
fans,ENGLISH
like,ENGLISH
.,SYM
6k,NUMBER
likes,ENGLISH
kudi,MALAYALAM
kittyal,MALAYALAM
jimikki,OTHER
kammal,OTHER
song,ENGLISH
100m,NUMBER
aakan,MALAYALAM
pattum,MALAYALAM
Laletan,NAME
fans,ENGLISH
vijaricha,MALAYALAM
ethan,MALAYALAM
pattana,MALAYALAM
onnanu,MALAYALAM
.,SYM
Nale,MALAYALAM
keralthil,MIXED
box,ENGLISH
officinte,MIXED
maranam,MALAYALAM
ayirikumikkanteyum,MALAYALAM
pillarudayum,MIXED
vaka,MALAYALAM
.,SYM
Eganegilum,MALAYALAM
12,NUMBER
aam,MALAYALAM
thiyathi,MALAYALAM
aaya,MALAYALAM
mathiyaayirunnu,MALAYALAM
katta,MALAYALAM
waiting,ENGLISH
.,SYM
113,NUMBER
makeup,ENGLISH
illatha,MALAYALAM
baby,ENGLISH
chechi,NAME
.,SYM
100k,NUMBER
like,ENGLISH
one,NUMBER
hour,ENGLISH
.,SYM
Muzhuvan,MALAYALAM
ipo,MALAYALAM
kanikunila,MALAYALAM
Baki,MALAYALAM
theatril,MIXED
kanaam,MALAYALAM
.,SYM
Tovino,NAME
Rahul,NAME
Gandhi,NAME
Manju,NAME
Warrier,NAME
Priyanka,NAME
Gandhi,NAME
Look,ENGLISH
like,ENGLISH
Murali,NAME
Gopi,NAME
brilliance,ENGLISH
.,SYM
Comment,ENGLISH
vaayichathu,MALAYALAM
kondu,MALAYALAM
video,ENGLISH
sradhikaan,MALAYALAM
pattiyillaathond,MALAYALAM
Veendum,MALAYALAM
kandu,MALAYALAM
ippo,MALAYALAM
VeendumIni,MALAYALAM
ethra,MALAYALAM
vettam,MALAYALAM
kaanumenn,MALAYALAM
dhaivathinu,MIXED
ariyaam,MALAYALAM
Edits,ENGLISH
ikka,NAME
uyir,MALAYALAM
.,SYM
LALETTAN,NAME
IS,ENGLISH
THE,ENGLISH
KING,NAME
OF,ENGLISH
MALAYALAM,MALAYALAM
MOVIES,ENGLISH
.,SYM
Veendum,MALAYALAM
veendum,MALAYALAM
Vann,MALAYALAM
kaanunnath,MALAYALAM
njan,MALAYALAM
maathramaano,MALAYALAM
.,SYM
205,NUMBER
Dileep,NAME
de,MALAYALAM
aniyan,MALAYALAM
paranjathu,MALAYALAM
chettan,NAME
purathiragittu,MALAYALAM
njangal,MALAYALAM
pani,MALAYALAM
thudangum,MALAYALAM
.,SYM
17k,NUMBER
views,ENGLISH
104k,NUMBER
like,ENGLISH
hows,MIXED
.,SYM
Enthaylum,MALAYALAM
Oru,MALAYALAM
adaar,MALAYALAM
feel,ENGLISH
undu,MALAYALAM
Tamil,OTHER
look,ENGLISH
.,SYM
68,NUMBER
tikayunna,MALAYALAM
youthanu,MIXED
veendum,MALAYALAM
oru,MALAYALAM
perunnal,MALAYALAM
sammanam,MALAYALAM
prisharadi,NAME
vaka,MALAYALAM
.,SYM
Pwoli,MALAYALAM
trailer,ENGLISH
sunny,NAME
chechiii,NAME
istam,MALAYALAM
ikka,NAME
jeevanaanu,MALAYALAM
.,SYM
padam,MALAYALAM
hitpani,MIXED
ariyavunnavar,MALAYALAM
film,ENGLISH
pidichal,MALAYALAM
trailer,ENGLISH
kandalum,MALAYALAM
goosebumps,ENGLISH
varum,MALAYALAM
.,SYM
Mammuka,NAME
polikum,MALAYALAM
mammukaye,MIXED
ishttamullavar,MALAYALAM
like,ENGLISH
adii,MALAYALAM
.,SYM
L,OTHER
Prithviraj,NAME
lalettanilude,MIXED
oru,MALAYALAM
adaar,MALAYALAM
item,ENGLISH
thanne,MALAYALAM
kond,MALAYALAM
vanno,MALAYALAM
.,SYM
karikkele,OTHER
lolattenem,OTHER
lalettenem,OTHER
eshtamullavar,MALAYALAM
like,ENGLISH
adi,MALAYALAM
.,SYM
Adipoli,MALAYALAM
trailer,ENGLISH
movie,ENGLISH
kanan,MALAYALAM
wi8ing,OTHER
oru,MALAYALAM
psycho,ENGLISH
indannu,MALAYALAM
prathishikaam,MALAYALAM
.,SYM
Ikka,NAME
fan,ENGLISH
aanne,MALAYALAM
Ennalum,MALAYALAM
parayuva,MALAYALAM
kolakolli,NAME
item,ENGLISH
.,SYM
Puli,MALAYALAM
ooodu,MALAYALAM
kandam,MALAYALAM
vazhi,NAME
ooodan,MALAYALAM
paray,MALAYALAM
ipozhe,MALAYALAM
.,SYM
Urumi,OTHER
scene,ENGLISH
repeat,ENGLISH
mode,ENGLISH
.,SYM
Ithe,MALAYALAM
kandirikkum,MALAYALAM
enn,MALAYALAM
ullvar,MALAYALAM
like,ENGLISH
itte,NAME
pokko,MALAYALAM
face,OTHER
raised,OTHER
eyebrow,OTHER
.,SYM
Njan,MALAYALAM
laletten,NAME
fananu,MIXED
pakshe,MALAYALAM
trailer,ENGLISH
kandu,MALAYALAM
romam,MALAYALAM
enittu,MALAYALAM
nikkinnu,MALAYALAM
.,SYM
Innum,MALAYALAM
5,NUMBER
thavana,MALAYALAM
kandath,MALAYALAM
njan,MALAYALAM
mathramano,MALAYALAM
.,SYM
Mazz,OTHER
ikka,NAME
mazz,OTHER
bgm,OTHER
Katta,MALAYALAM
waiting,ENGLISH
I,ENGLISH
waiting,ENGLISH
.,SYM
Nala,MALAYALAM
fan,ENGLISH
show,ENGLISH
kk,OTHER
ponavar,MALAYALAM
adi,MALAYALAM
like,ENGLISH
.,SYM
ikka,NAME
rajuettan,NAME
uff,OTHER
goose,ENGLISH
bumps,ENGLISH
.,SYM
Sound,ENGLISH
athu,MALAYALAM
screenil,MIXED
kanam,MALAYALAM
lalettan,NAME
polikkum,MALAYALAM
.,SYM
Ine,MALAYALAM
lucifar,OTHER
loosaavum,MIXED
illenkil,MALAYALAM
raaja,NAME
loosakkum,MIXED
ntammo,MALAYALAM
kidu,MALAYALAM
mammookka,NAME
.,SYM
Uff,OTHER
Mammookka,NAME
entry,ENGLISH
BGM,OTHER
Stunning,ENGLISH
trailer,ENGLISH
.,SYM
Sunny,NAME
chechiye,NAME
kannam,MALAYALAM
vanna,MALAYALAM
ver,MALAYALAM
like,ENGLISH
adike,MALAYALAM
.,SYM
Adaar,MALAYALAM
Love,ENGLISH
Malayalam,OTHER
Full,ENGLISH
Movie,ENGLISH
.,SYM
Evideyo,MALAYALAM
miss,ENGLISH
aaya,MALAYALAM
pole,MALAYALAM
pazhaya,OTHER
lalettane,NAME
thirichu,MALAYALAM
kittiya,MALAYALAM
polethaadi,MALAYALAM
vecha,MALAYALAM
pinnepayyan,MALAYALAM
pwoli,MALAYALAM
alleluv,MIXED
u,OTHER
Lalettaa,NAME
.,SYM
Oru,MALAYALAM
superhit,ENGLISH
unda,MALAYALAM
manakunnavar,MALAYALAM
oru,MALAYALAM
like,ENGLISH
adiche,MALAYALAM
.,SYM
Ini,MALAYALAM
8,NUMBER
mani,MALAYALAM
vareclock,MIXED
nooki,MALAYALAM
irikkanm,MALAYALAM
.,SYM
Nt,OTHER
ikka,NAME
ingalu,MALAYALAM
verm,MALAYALAM
ikka,NAME
allatto,MALAYALAM
ponnikkaya,MALAYALAM
romanjified,MIXED
.,SYM
Immathiri,MALAYALAM
mass,ENGLISH
Last,ENGLISH
aa,MIXED
chadi,MALAYALAM
idi,MALAYALAM
super,ENGLISH
Ethu,MALAYALAM
polikkum,MALAYALAM
Ikka,NAME
um,OTHER
pillareum,MALAYALAM
triple,ENGLISH
Strong,ENGLISH
aaa,OTHER
.,SYM
10,NUMBER
M,OTHER
aakum,MALAYALAM
ennu,MALAYALAM
orappollavar,MALAYALAM
adi,MALAYALAM
like,ENGLISH
.,SYM
Anttemoo,MALAYALAM
anthayith,MALAYALAM
akkee,MALAYALAM
kudee,MALAYALAM
oru,MALAYALAM
koritharip,MALAYALAM
.,SYM
Prithividae,MIXED
padam,MALAYALAM
nalla,MALAYALAM
kaaryam,MALAYALAM
manju,NAME
indallo,MALAYALAM
pottumennu,MALAYALAM
urappu,MALAYALAM
.,SYM
Aa,OTHER
chekkan,NAME
polikan,MALAYALAM
ulla,MALAYALAM
ella,MALAYALAM
chance,ENGLISH
um,OTHER
kanunnund,MALAYALAM
.,SYM
Superb,ENGLISH
Laletta,NAME
Love,ENGLISH
lotsssssOthiri,MIXED
ishtam,MALAYALAM
Lalettane,MIXED
.,SYM
Ithinokke,MALAYALAM
dislike,ENGLISH
adichavanmare,MALAYALAM
okk,OTHER
adichu,MALAYALAM
kollanamm,MALAYALAM
ettan,NAME
uyirr,MALAYALAM
.,SYM
Ikka,NAME
poliyhanu,MALAYALAM
ithreyum,MALAYALAM
prayathil,MALAYALAM
inghanew,MALAYALAM
okke,MALAYALAM
nikkunillew,MALAYALAM
ikka,NAME
vere,MALAYALAM
level,ENGLISH
annu,MALAYALAM
poli,MALAYALAM
ahh,OTHER
ikka,NAME
.,SYM
100K,NUMBER
LIKES,ENGLISH
WITHIN,ENGLISH
2,NUMBER
HOURS,ENGLISH
GAME,ENGLISH
CHANGER,ENGLISH
MOVIE,ENGLISH
OF,ENGLISH
MOLLYWOOD,ENGLISH
.,SYM
Ayippan,NAME
poli,MALAYALAM
muthe,MALAYALAM
ni,MALAYALAM
muthe,MALAYALAM
hero,ENGLISH
ayappan,NAME
fans,ENGLISH
like,ENGLISH
.,SYM
Maamangam,OTHER
trailer,ENGLISH
kanditt,MALAYALAM
vannavar,MALAYALAM
like,ENGLISH
adi,MALAYALAM
.,SYM
Odi,OTHER
vidyakal,MIXED
kannan,MALAYALAM
kathu,MALAYALAM
nilkukyanu,MALAYALAM
laletta,NAME
.,SYM
Potta,OTHER
padam,MALAYALAM
2million,NUMBER
views,ENGLISH
polum,MALAYALAM
illatha,MALAYALAM
ee,MALAYALAM
oola,MALAYALAM
padam,MALAYALAM
potti,MALAYALAM
paaleesavum,MIXED
Antony,NAME
perumbaavoor,PLACE
kuthuvaala,MALAYALAM
Edukentiverum,MALAYALAM
ikka,NAME
fan,ENGLISH
.,SYM
Ente,MALAYALAM
anna,MALAYALAM
oru,MALAYALAM
rakshaym,MALAYALAM
ella,MALAYALAM
Adipwoli,MALAYALAM
.,SYM
Bgm,OTHER
repeat,ENGLISH
mode,ENGLISH
njan,MALAYALAM
maathram,MALAYALAM
aano,MALAYALAM
.,SYM
Ithilum,OTHER
mikacha,OTHER
trailer,ENGLISH
swapnangalil,MALAYALAM
mathram,MALAYALAM
.,SYM
17k,NUMBER
view,ENGLISH
100k,NUMBER
like,ENGLISH
10k,NUMBER
dislikeithengane,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
.,SYM
Mass,ENGLISH
odiyan,MALAYALAM
Mass,ENGLISH
kollamass,MIXED
kattaa,MALAYALAM
waiting,ENGLISH
kidilam,MALAYALAM
.,SYM
Katta,MALAYALAM
katta,MALAYALAM
katta,MALAYALAM
katta,MALAYALAM
waitingcant,ENGLISH
wait,ENGLISH
man,ENGLISH
.,SYM
Daivam,NAME
oroon,MALAYALAM
kond,MALAYALAM
varum,MALAYALAM
Ennit,MALAYALAM
pottipoliyum,MALAYALAM
Verute,MALAYALAM
collection,ENGLISH
kittan,MALAYALAM
vendiii,MALAYALAM
advertisement,ENGLISH
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
rolling,OTHER
floor,OTHER
laughing,OTHER
.,SYM
Mar,OTHER
28,NUMBER
katta,MALAYALAM
waiting,ENGLISH
L,OTHER
.,SYM
Mammookka,NAME
fans,ENGLISH
like,ENGLISH
adikk,MALAYALAM
pattumenkil,MALAYALAM
ente,MALAYALAM
channel,ENGLISH
subscribe,ENGLISH
cheyyuka,MALAYALAM
.,SYM
innale,MALAYALAM
night,ENGLISH
189k,NUMBER
like,ENGLISH
undayirunnu,MALAYALAM
today,ENGLISH
129k,NUMBER
entha,MALAYALAM
ithu,MALAYALAM
.,SYM
Raja,NAME
sollath,OTHER
polle,MALAYALAM
umbum,MALAYALAM
sollathu,OTHER
mattam,OTHER
umbum,MALAYALAM
ONE,ENGLISH
AND,ENGLISH
ONLY,ENGLISH
KINGL,MIXED
.,SYM
Anthamaaya,MALAYALAM
thaara,MALAYALAM
aaradana,MALAYALAM
aaswadana,MALAYALAM
nilavara,MALAYALAM
thakarchayude,MALAYALAM
soochanayanu,MALAYALAM
Cinemaye,MIXED
swathanthravum,MALAYALAM
kalaaparavumayi,MALAYALAM
veekshikunna,MALAYALAM
oru,MALAYALAM
yuva,MALAYALAM
janathayeyanu,MALAYALAM
malayala,MALAYALAM
cinemak,MIXED
aavashyam,MALAYALAM
.,SYM
Entho,MALAYALAM
ishtam,MALAYALAM
aanu,MALAYALAM
ellarkum,MALAYALAM
ee,MALAYALAM
Ittimaniye,MIXED
.,SYM
ikkaa,NAME
polichu,MALAYALAM
big,ENGLISH
b,OTHER
mood,ENGLISH
poli,MALAYALAM
bgm,OTHER
.,SYM
Machane,OTHER
pwolii,MALAYALAM
item,ENGLISH
inka,MALAYALAM
pwolikkum,MALAYALAM
Thakarkkum,MALAYALAM
.,SYM
Kiduvo,MALAYALAM
kidu,MALAYALAM
onnum,MALAYALAM
parayan,MALAYALAM
illaa,MALAYALAM
.,SYM
Padma,NAME
innaanu,MALAYALAM
kande,MALAYALAM
.,SYM
Ethippoo,MALAYALAM
kootharayile,MALAYALAM
mohanlalinte,MIXED
make,ENGLISH
aayinda,MALAYALAM
.,SYM
Laletta,NAME
adich,MALAYALAM
policho,MALAYALAM
laletta,NAME
Nigaloru,MALAYALAM
muthaan,MALAYALAM
ie,MALAYALAM
padam,MALAYALAM
Vijayikom,MALAYALAM
nokiko,MALAYALAM
apo,MALAYALAM
.,SYM
Kgf,OTHER
kaanada,OTHER
.,SYM
64k,NUMBER
dislike,ENGLISH
Ijjathii,OTHER
rodhanam,MALAYALAM
annaloo,MALAYALAM
.,SYM
Powlichu,MALAYALAM
.,SYM
LuCIfeR,OTHER
polichu,MALAYALAM
poli,MALAYALAM
.,SYM
leonardo,NAME
dicarpio,NAME
thalai,OTHER
viduthalai,OTHER
song,ENGLISH
.,SYM
Hoping,ENGLISH
good,ENGLISH
movie,ENGLISH
anuragakarikin,MALAYALAM
vellam,MALAYALAM
.,SYM
Soubinum,MIXED
Suraj,NAME
ettanum,MIXED
polichuuuu,MALAYALAM
padam,MALAYALAM
poliiiii,MALAYALAM
oru,MALAYALAM
family,ENGLISH
ayittum,ENGLISH
kannan,MALAYALAM
pattiya,MALAYALAM
nalla,MALAYALAM
padaaammm,MALAYALAM
.,SYM
E,OTHER
Nanjankottayil,PLACE
